unit_id	source_id	kind	label	source_location	source_data	route	action	search_key	mapping_hint	mapping_record
FC16-C06-U009	FC16	Definition	simultaneously diagonalizable and trigonalizable sets	§15.4; p. 99	A subset of matrices is diagonalizable/trigonalizable when a single conjugation carries it into the diagonal/upper-triangular matrices.	unmatched	search	simultaneously diagonalizable and trigonalizable sets	unmatched source theorem/construction (2026-09-08)	chapter-6-semisimple-and-unipotent-elements-fc16.md
FC16-C06-U012	FC16	Definition	character group	§16.1; pp. 101–102	X(G)=Hom_alg.grp(G,G_m) is an abelian group under multiplication.	unmatched	search	character group	unmatched source theorem/construction (2026-09-08)	chapter-6-semisimple-and-unipotent-elements-fc16.md
FC16-C06-U013	FC16	Definition	diagonalizable group (d-group)	§16.1; pp. 101–103	A d-group is an algebraic group all of whose rational representations decompose into character weight spaces; equivalently it is isomorphic to a closed subgroup of a diagonal group.	reference-port	port	diagonalizable group (d-group)	port/reference formalization	chapter-6-semisimple-and-unipotent-elements-fc16.md
FC16-C06-U016	FC16	Definition	torus	§16.2; p. 103	A torus is a connected diagonalizable algebraic group, equivalently a group isomorphic to G_m^r.	reference-port	port	torus	port/reference formalization	chapter-6-semisimple-and-unipotent-elements-fc16.md
FC16-C06-U021	FC16	Definition	one-parameter multiplicative subgroups and character–cocharacter pairing	§16.2; p. 105	Y(D)=Hom(G_m,D) is the cocharacter group; composition with χ∈X(D) gives the integer pairing ⟨χ,λ⟩, perfect for a torus.	reference-port	port	one-parameter multiplicative subgroups and character–cocharacter pairing	port/reference formalization	chapter-6-semisimple-and-unipotent-elements-fc16.md
FC16-C06-U022	FC16	Construction	coordinate algebra of a diagonalizable group from its character group	§16.2; pp. 104–105	The coordinate algebra of a d-group is described by the group algebra K[X(G)], relating diagonalizable groups contravariantly to finitely generated abelian groups with allowed torsion.	reference-port	port	coordinate algebra of a diagonalizable group from its character group	port/reference formalization	chapter-6-semisimple-and-unipotent-elements-fc16.md
FC16-C06-U026	FC16	Definition	weights of a d-group action	§16.4; pp. 106–107	For a rational D-module V, V=⊕_{χ∈X(D)}V_χ; nonzero χ with V_χ≠0 are weights, with V^D=V_0.	reference-port	port	weights of a d-group action	port/reference formalization	chapter-6-semisimple-and-unipotent-elements-fc16.md
FC16-C06-U027	FC16	Definition	roots relative to a diagonalizable subgroup	§16.4; p. 107	For D≤G, the nonzero weights of Ad D on g are roots Φ(G,D); the zero-weight space is g^D and contains d.	unmatched	search	roots relative to a diagonalizable subgroup	unmatched source theorem/construction (2026-09-08)	chapter-6-semisimple-and-unipotent-elements-fc16.md
FC16-C07-U001	FC16	Definition	commutator subgroup (A,B)	§17.1; p. 109	For subgroups A,B, (A,B) is the subgroup generated by commutators (x,y)=xyx^{-1}y^{-1}.	unmatched	search	commutator subgroup (A,B)	unmatched source theorem/construction (2026-09-08)	chapter-7-solvable-groups-fc16.md
FC16-C07-U005	FC16	Definition	derived series and solvable group	§17.3; pp. 110–111	The derived series is G^{(0)}=G, G^{(i+1)}=(G^{(i)},G^{(i)}); G is solvable if this reaches e, with least index its derived length.	reference-port	port	derived series and solvable group	port/reference formalization	chapter-7-solvable-groups-fc16.md
FC16-C07-U008	FC16	Definition	descending central series and nilpotent group	§17.4; pp. 111–112	γ^0G=G and γ^{i+1}G=(G,γ^iG); G is nilpotent when some γ^nG=e.	unmatched	search	descending central series and nilpotent group	unmatched source theorem/construction (2026-09-08)	chapter-7-solvable-groups-fc16.md
FC16-C07-U011	FC16	Definition	unipotent algebraic subgroup	§17.5; p. 112	A subgroup is unipotent when every element is unipotent in the Jordan-decomposition sense.	reference-port	port	unipotent algebraic subgroup	port/reference formalization	chapter-7-solvable-groups-fc16.md
FC16-C07-U024	FC16	Construction/result	semisimple quotient exact sequence for a connected solvable group	§19.1; p. 122	For connected solvable G, Jordan decomposition yields the exact structural relation between its semisimple part, unipotent part, and a torus quotient used throughout §19.	unmatched	search	semisimple quotient exact sequence for a connected solvable group	unmatched source theorem/construction (2026-09-08)	chapter-7-solvable-groups-fc16.md
FC16-C07-U029	FC16	Definition	radical and unipotent radical	§19.5; p. 125	R(G) is the largest connected normal solvable subgroup; R_u(G) is the largest connected normal unipotent subgroup.	reference-port	port	radical and unipotent radical	port/reference formalization	chapter-7-solvable-groups-fc16.md
FC16-C07-U030	FC16	Definition	semisimple and reductive groups via radicals	§19.5; p. 125	A connected nontrivial G is semisimple when R(G)=e and reductive when R_u(G)=e.	reference-port	port	semisimple and reductive groups via radicals	port/reference formalization	chapter-7-solvable-groups-fc16.md
FC16-C07-U033	FC16	Definition	vector group	§20.2; p. 127	A vector group is an algebraic group isomorphic to G_a^n.	unmatched	search	vector group	unmatched source theorem/construction (2026-09-08)	chapter-7-solvable-groups-fc16.md
FC16-C07-U034	FC16	Definition	e-group	§20.2; p. 127	In positive characteristic, an e-group is a commutative unipotent algebraic group of exponent p.	unmatched	search	e-group	unmatched source theorem/construction (2026-09-08)	chapter-7-solvable-groups-fc16.md
FC16-C07-U036	FC16	Definition	p-polynomial	§20.3; p. 129	In characteristic p, a p-polynomial is a K-linear combination of p^r-th powers of coordinate variables.	unmatched	search	p-polynomial	unmatched source theorem/construction (2026-09-08)	chapter-7-solvable-groups-fc16.md
FC16-C08-U004	FC16	Definition	Borel subgroup	§21.3; p. 134	A Borel subgroup is a maximal closed connected solvable subgroup of G; Borel subgroups of G and G° coincide.	reference-port	port	Borel subgroup	port/reference formalization	chapter-8-borel-subgroups-fc16.md
FC16-C08-U007	FC16	Definition	rank of a connected algebraic group	§21.3; p. 135	rank G is the common dimension of maximal tori of G.	unmatched	search	rank of a connected algebraic group	unmatched source theorem/construction (2026-09-08)	chapter-8-borel-subgroups-fc16.md
FC16-C08-U008	FC16	Definition	parabolic subgroup	§21.3; pp. 135–136	A closed P≤G is parabolic when G/P is projective, equivalently complete.	unmatched	search	parabolic subgroup	unmatched source theorem/construction (2026-09-08)	chapter-8-borel-subgroups-fc16.md
FC16-C08-U010	FC16	Example/construction	parabolics of GL_n as partial-flag stabilizers	§21.3; pp. 135–136	For GL_n with standard upper triangular B, stabilizers of standard partial flags are parabolic subgroups containing B.	unmatched	search	parabolics of GL_n as partial-flag stabilizers	unmatched source theorem/construction (2026-09-08)	chapter-8-borel-subgroups-fc16.md
FC16-C08-U015	FC16	Corollary/definition	connected centralizer of a maximal torus as Cartan subgroup	§21.4; p. 137	For maximal torus T, C_G(T)° is nilpotent and self-normalizing up to identity component; it is called a Cartan subgroup at this stage.	unmatched	search	connected centralizer of a maximal torus as Cartan subgroup	unmatched source theorem/construction (2026-09-08)	chapter-8-borel-subgroups-fc16.md
FC16-C08-U021	FC16	Corollary/definition	Cartan subgroups are centralizers of maximal tori	§22.3; p. 140	The Cartan subgroups of connected G are exactly C_G(T) for maximal tori T; all are conjugate.	unmatched	search	Cartan subgroups are centralizers of maximal tori	unmatched source theorem/construction (2026-09-08)	chapter-8-borel-subgroups-fc16.md
FC16-C08-U032	FC16	Construction/result	variety of Borel subgroups	§23.3; p. 145	The set 𝔅 of all Borel subgroups is identified G-equivariantly with G/B by xBx^{-1}↔xB; Borel subgroups containing H correspond to H-fixed points on G/B.	unmatched	search	variety of Borel subgroups	unmatched source theorem/construction (2026-09-08)	chapter-8-borel-subgroups-fc16.md
FC16-C09-U001	FC16	Definition	regular and singular tori	§24 opening; p. 147	For a torus S, let 𝔅^S be the Borel subgroups containing S. S is regular when 𝔅^S is finite and singular otherwise.	unmatched	search	regular and singular tori	unmatched source theorem/construction (2026-09-08)	chapter-9-centralizers-of-tori-fc16.md
FC16-C09-U002	FC16	Definition	Weyl group relative to a torus	§24.1; p. 147	W(G,S)=N_G(S)/C_G(S), finite by torus rigidity. For maximal tori these groups are all isomorphic and are called the Weyl group of G.	unmatched	search	Weyl group relative to a torus	unmatched source theorem/construction (2026-09-08)	chapter-9-centralizers-of-tori-fc16.md
FC16-C09-U006	FC16	Construction	Weyl group action on characters, cocharacters and roots	§24.1; pp. 148–149	N_G(T) acts on X(T),Y(T), descends to W, preserves the pairing, and permutes roots/root spaces by w·α(t)=α(n^{-1}tn), Ad n(g_α)=g_{wα}.	unmatched	search	Weyl group action on characters, cocharacters and roots	unmatched source theorem/construction (2026-09-08)	chapter-9-centralizers-of-tori-fc16.md
FC16-C09-U008	FC16	Definition/construction	intersection subgroup I(T) and exterior roots	§24.3; pp. 149–150	For maximal T, I(T) is the identity component of the intersection of all Borel subgroups containing T. Splitting g=Lie(I(T))⊕⊕_{α∈Ψ}g_α defines the finite set Ψ of root weights outside Lie(I(T)).	unmatched	search	intersection subgroup I(T) and exterior roots	unmatched source theorem/construction (2026-09-08)	chapter-9-centralizers-of-tori-fc16.md
FC16-C09-U009	FC16	Definition	root-kernel torus	§24.3; p. 150	For α∈Ψ, T_α=(Ker α)° is a codimension-one subtorus of T.	unmatched	search	root-kernel torus	unmatched source theorem/construction (2026-09-08)	chapter-9-centralizers-of-tori-fc16.md
FC16-C09-U012	FC16	Definition	regular cocharacter	§24.4; pp. 150–151	A one-parameter subgroup λ∈Y(T) is regular when λ(G_m) is a regular torus; Y(T)_reg denotes the regular cocharacters.	unmatched	search	regular cocharacter	unmatched source theorem/construction (2026-09-08)	chapter-9-centralizers-of-tori-fc16.md
FC16-C09-U014	FC16	Construction/result	extension of a cocharacter orbit in projective space	§25.1; pp. 151–153	For a torus representation with weights χ_i and λ∈Y(T), the orbit map t↦λ(t)[v] extends to P¹; the 0 and ∞ limits are obtained by retaining the minimum and maximum λ-weight components and are λ(G_m)-fixed.	unmatched	search	extension of a cocharacter orbit in projective space	unmatched source theorem/construction (2026-09-08)	chapter-9-centralizers-of-tori-fc16.md
FC16-C09-U021	FC16	Definition	semisimple and reductive rank	§25.3; p. 154	rank_s G=rank(G/R(G)) and rank_red G=rank(G/R_u(G)).	unmatched	search	semisimple and reductive rank	unmatched source theorem/construction (2026-09-08)	chapter-9-centralizers-of-tori-fc16.md
FC16-C09-U024	FC16	Construction	rank-one Weyl reflection attached to a singular torus	§25.4; p. 156	For α∈Ψ, Z_α=C_G(T_α) has Weyl group of order two; its nontrivial element s_α embeds canonically in W(G,T) and exchanges its two Borel subgroups through T.	unmatched	search	rank-one Weyl reflection attached to a singular torus	unmatched source theorem/construction (2026-09-08)	chapter-9-centralizers-of-tori-fc16.md
FC16-C09-U025	FC16	Construction	Borel subgroup B(λ) from a regular cocharacter	§25.4; pp. 156–157	A regular λ∈Y(T) selects a canonical T-fixed point on G/B by the ∞-limit construction, hence a Borel subgroup B(λ) containing T; the assignment is W-equivariant and onto 𝔅^T.	unmatched	search	Borel subgroup B(λ) from a regular cocharacter	unmatched source theorem/construction (2026-09-08)	chapter-9-centralizers-of-tori-fc16.md
FC16-C09-U026	FC16	Definition	Weyl chamber	§25.4; p. 157	For B∈𝔅^T, C(B)={λ∈Y(T)_reg \	unmatched	search	Weyl chamber	unmatched source theorem/construction (2026-09-08)	chapter-9-centralizers-of-tori-fc16.md
FC16-C09-U032	FC16	Corollary/definition	opposite Borel subgroup	§26.2; p. 160	For reductive G, every B∈𝔅^T has a unique opposite B^- with B∩B^-=T; writing B=TU and B^-=TU^- gives g=u^-⊕t⊕u.	unmatched	search	opposite Borel subgroup	unmatched source theorem/construction (2026-09-08)	chapter-9-centralizers-of-tori-fc16.md
FC16-C09-U033	FC16	Theorem/definition	root subgroups	§26.3; pp. 160–162	For each α∈Φ there is a unique connected T-stable one-dimensional unipotent subgroup U_α with Lie algebra g_α; W-conjugation sends U_α to U_{wα}, and there is an admissible isomorphism x_α:G_a→U_α satisfying t x_α(c)t^{-1}=x_α(α(t)c). Together T and all U_α generate G.	unmatched	search	root subgroups	unmatched source theorem/construction (2026-09-08)	chapter-9-centralizers-of-tori-fc16.md
FC16-C09-U034	FC16	Definition	admissible root-group parametrization	§26.3; p. 162	An isomorphism x_α:G_a→U_α satisfying the T-equivariance formula is called admissible; it is unique up to nonzero scalar.	unmatched	search	admissible root-group parametrization	unmatched source theorem/construction (2026-09-08)	chapter-9-centralizers-of-tori-fc16.md
FC16-C10-U001	FC16	Definition	abstract root system and abstract Weyl group	§27.1; p. 163	A finite spanning subset Φ of a real vector space E, not containing 0, is a root system when only ±α are scalar multiples in Φ, each root has an associated reflection preserving Φ, and every reflection difference s_α(β)−β is an integral multiple of α. W(Φ) is generated by the root reflections.	mathlib	reuse	abstract root system and abstract Weyl group	exact/equivalent formalization	chapter-10-structure-of-reductive-groups-fc16.md
FC16-C10-U004	FC16	Definition/result	base, simple roots and positive roots	§27.3; pp. 165–166	A base Δ is a basis of the ambient root space such that every root has a unique integral expansion with coefficients all of one sign; its elements are simple roots and determine the positive roots. Bases exist and W acts simply transitively on them.	unmatched	search	base, simple roots and positive roots	unmatched source theorem/construction (2026-09-08)	chapter-10-structure-of-reductive-groups-fc16.md
FC16-C10-U007	FC16	Definition	diagram-stabilizing automorphism subgroup	§27.4; p. 166	For semisimple G with fixed T⊆B, D≤Aut G consists of automorphisms stabilizing T and B; each induces an automorphism of the based root system, hence a Dynkin-diagram automorphism.	unmatched	search	diagram-stabilizing automorphism subgroup	unmatched source theorem/construction (2026-09-08)	chapter-10-structure-of-reductive-groups-fc16.md
FC16-C10-U011	FC16	Definition	simple/almost-simple algebraic group	§27.5; p. 168	A noncommutative connected algebraic group with no proper nontrivial closed connected normal subgroup is called simple, or almost simple when emphasizing that its abstract group may have a finite center.	unmatched	search	simple/almost-simple algebraic group	unmatched source theorem/construction (2026-09-08)	chapter-10-structure-of-reductive-groups-fc16.md
FC16-C10-U013	FC16	Definition	directly spanned by closed subgroups	§28.1; pp. 169–170	H is directly spanned by H_1,…,H_r in the given order when the product morphism H_1×⋯×H_r→H is bijective.	unmatched	search	directly spanned by closed subgroups	unmatched source theorem/construction (2026-09-08)	chapter-10-structure-of-reductive-groups-fc16.md
FC16-C10-U015	FC16	Construction/result	root-sign factorization U=U_w U_w^+	§28.1; p. 171	For w∈W, the positive roots split according to the sign of w^{-1}α; the corresponding T-stable root-subgroup products give complementary directly spanning subgroups of U, with U equal to their product in either order.	unmatched	search	root-sign factorization U=U_w U_w^+	unmatched source theorem/construction (2026-09-08)	chapter-10-structure-of-reductive-groups-fc16.md
FC16-C10-U024	FC16	Definition	Tits system (BN-pair)	§29.1; p. 176	A Tits system (G,B,N,S) has G generated by B,N; T=B∩N normal in N; W=N/T generated by involutions S; and axioms (T1) sBw⊆BwB∪BswB and (T2) sBs is not contained in B. W is its Weyl group and \	unmatched	search	Tits system (BN-pair)	unmatched source theorem/construction (2026-09-08)	chapter-10-structure-of-reductive-groups-fc16.md
FC16-C10-U025	FC16	Definition	length and standard subsets in a Tits system	§29.2; p. 177	Length ℓ(w) is minimal word length in S; for I⊆S let W_I=⟨I⟩ and P_I=BW_IB.	unmatched	search	length and standard subsets in a Tits system	unmatched source theorem/construction (2026-09-08)	chapter-10-structure-of-reductive-groups-fc16.md
FC16-C10-U032	FC16	Definition	Coxeter group presentation	§29.4; pp. 179–180	A Coxeter group has generators s_i and defining relations (s_is_j)^{m(i,j)}=1, with m(i,i)=1 and symmetric m(i,j)≥2 or ∞.	mathlib	reuse	Coxeter group presentation	exact/equivalent formalization	chapter-10-structure-of-reductive-groups-fc16.md
FC16-C10-U036	FC16	Definition	irreducible Weyl group of a Tits system	§29.5; p. 181	W is irreducible when S has no nontrivial partition into two elementwise commuting subsets.	unmatched	search	irreducible Weyl group of a Tits system	unmatched source theorem/construction (2026-09-08)	chapter-10-structure-of-reductive-groups-fc16.md
FC16-C10-U039	FC16	Definition	standard parabolic subgroup	§30.1; p. 183	Relative to B and base Δ, standard parabolics are the parabolic subgroups containing B, indexed by I⊆Δ as P_I=BW_IB.	unmatched	search	standard parabolic subgroup	unmatched source theorem/construction (2026-09-08)	chapter-10-structure-of-reductive-groups-fc16.md
FC16-C10-U041	FC16	Definition	Levi decomposition and Levi factor	§30.2; pp. 184–185	For P with V=R_u(P), a factorization P=L⋉V with L reductive is a Levi decomposition and L is a Levi factor.	reference-port	port	Levi decomposition and Levi factor	port/reference formalization	chapter-10-structure-of-reductive-groups-fc16.md
FC16-C10-U042	FC16	Construction	canonical Levi factor of a standard parabolic	§30.2; p. 185	For standard P_I, if Z is the connected intersection of the kernels of roots in I, then L=C_G(Z) is reductive, has the root subsystem spanned by I, and P_I=L⋉R_u(P_I).	unmatched	search	canonical Levi factor of a standard parabolic	unmatched source theorem/construction (2026-09-08)	chapter-10-structure-of-reductive-groups-fc16.md
FC16-C10-U044	FC16	Construction	iterated unipotent-normalizer sequence P(U)	§30.3; p. 185	For closed unipotent U, repeatedly enlarge U_i by R_u(N_G(U_i)) and take the next normalizer until stabilization; the terminal normalizer is denoted P(U).	unmatched	search	iterated unipotent-normalizer sequence P(U)	unmatched source theorem/construction (2026-09-08)	chapter-10-structure-of-reductive-groups-fc16.md
FC16-C11-U001	FC16	Definition/result	weights and multiplicities of a rational representation	§31.1; pp. 188–189	For a rational G-module V, a weight is a character λ∈X(T) with V_λ={v \	unmatched	search	weights and multiplicities of a rational representation	unmatched source theorem/construction (2026-09-08)	chapter-11-representations-and-classification-of-semisimple-groups-fc16.md
FC16-C11-U002	FC16	Definition/result	abstract weight lattice and dominant weights	§31.1; p. 189	Every representation weight is an abstract weight: its Cartan integers against all roots are integral. Abstract weights form a lattice Λ containing the root lattice Λ_r with finite index; a base gives fundamental dominant weights and the dominant cone.	unmatched	search	abstract weight lattice and dominant weights	unmatched source theorem/construction (2026-09-08)	chapter-11-representations-and-classification-of-semisimple-groups-fc16.md
FC16-C11-U003	FC16	Definition	fundamental group, simply connected type and adjoint type	§31.1; p. 189	For semisimple G, π(G)=Λ/X(T). G is simply connected (universal type) when X(T)=Λ, and of adjoint type when X(T)=Λ_r.	unmatched	search	fundamental group, simply connected type and adjoint type	unmatched source theorem/construction (2026-09-08)	chapter-11-representations-and-classification-of-semisimple-groups-fc16.md
FC16-C11-U004	FC16	Definition	maximal vector	§31.2; p. 189	A nonzero v in a rational G-module is maximal relative to B when Kv is B-stable, equivalently v is a weight vector fixed by all positive root groups.	unmatched	search	maximal vector	unmatched source theorem/construction (2026-09-08)	chapter-11-representations-and-classification-of-semisimple-groups-fc16.md
FC16-C11-U007	FC16	Definition	irreducible rational G-module	§31.3; p. 190	A nonzero rational G-module is irreducible when its only G-stable subspaces are 0 and itself.	unmatched	search	irreducible rational G-module	unmatched source theorem/construction (2026-09-08)	chapter-11-representations-and-classification-of-semisimple-groups-fc16.md
FC16-C11-U010	FC16	Construction/result	addition of highest weights under tensor products	§31.4; p. 191	If V,V′ contain maximal vectors of weights λ,μ, then their tensor product contains a maximal vector of weight λ+μ; hence existence for λ and μ implies existence for λ+μ.	unmatched	search	addition of highest weights under tensor products	unmatched source theorem/construction (2026-09-08)	chapter-11-representations-and-classification-of-semisimple-groups-fc16.md
FC16-C11-U011	FC16	Construction	maximal-parabolic representations realizing multiples of fundamental weights	§31.4; pp. 191–192	Chevalley’s stabilizer theorem applied to maximal parabolics P_{Δ−{α_i}} gives rational modules with maximal vectors of weights d_iω_i for positive integers d_i.	unmatched	search	maximal-parabolic representations realizing multiples of fundamental weights	unmatched source theorem/construction (2026-09-08)	chapter-11-representations-and-classification-of-semisimple-groups-fc16.md
FC16-C11-U012	FC16	Construction	canonical highest-weight matrix coefficient	§31.4; p. 192	Given highest vector v_λ and dual functional r selecting it, c_λ(g)=r(gv_λ) is a regular matrix coefficient satisfying c_λ(xgy)=λ(x) c_λ(g) λ(y) for x in the opposite Borel and y in B, with the corresponding conventions.	unmatched	search	canonical highest-weight matrix coefficient	unmatched source theorem/construction (2026-09-08)	chapter-11-representations-and-classification-of-semisimple-groups-fc16.md
FC16-C11-U014	FC16	Construction/result	function-space realization of highest-weight modules	§31.4; pp. 192–193	For dominant λ, the semi-invariant function space F_λ⊆K[G] defined by left opposite-Borel covariance is right-translation stable; its canonical maximal vector c_λ generates the irreducible module V(λ), and in characteristic zero F_λ itself is irreducible by complete reducibility.	unmatched	search	function-space realization of highest-weight modules	unmatched source theorem/construction (2026-09-08)	chapter-11-representations-and-classification-of-semisimple-groups-fc16.md
FC16-C11-U015	FC16	Definition/result	minimal dominant highest weights	§31.5; p. 193	A dominant λ is minimal when no smaller dominant weight exists. Then V(λ) has exactly the W-orbit of λ as its weights, each with multiplicity one, so dim V(λ)=\	unmatched	search	minimal dominant highest weights	unmatched source theorem/construction (2026-09-08)	chapter-11-representations-and-classification-of-semisimple-groups-fc16.md
FC16-C11-U018	FC16	Construction	rank-one and rank-two reductive subgroups used in classification	§32 opening; p. 195	For simple roots α,β, set Z_α=C_G(T_α) and Z_{αβ}=C_G((T_α∩T_β)°). The latter is reductive of semisimple rank two with root subsystem generated by α,β and is a Levi factor of the corresponding standard parabolic.	unmatched	search	rank-one and rank-two reductive subgroups used in classification	unmatched source theorem/construction (2026-09-08)	chapter-11-representations-and-classification-of-semisimple-groups-fc16.md
FC16-C11-U019	FC16	Definition	isogeny of algebraic groups	§32.1; p. 196	An isogeny G→G′ is a surjective morphism of algebraic groups with finite kernel.	reference-port	port	isogeny of algebraic groups	port/reference formalization	chapter-11-representations-and-classification-of-semisimple-groups-fc16.md
FC16-C11-U026	FC16	Construction	rank-two compatibility conditions (A), (B), (C)	§32.4; pp. 201–202	The extension proof is reduced to three rank-two conditions: compatibility of Coxeter relations in N; compatibility of root-group isomorphisms on U_{αβ}; and compatibility of conjugation by chosen simple-reflection representatives.	unmatched	search	rank-two compatibility conditions (A), (B), (C)	unmatched source theorem/construction (2026-09-08)	chapter-11-representations-and-classification-of-semisimple-groups-fc16.md
FC16-C11-U034	FC16	Construction/result	coroot system in the cocharacter lattice	§33.2; pp. 208–209	For each simple α, the rank-one subgroup determines a cocharacter α∨ with ⟨α,α∨⟩=2 and t_α=α∨(−1). These coroots form the dual root system Φ∨ in R⊗Y(T), with Weyl action governed by the Cartan integers.	unmatched	search	coroot system in the cocharacter lattice	unmatched source theorem/construction (2026-09-08)	chapter-11-representations-and-classification-of-semisimple-groups-fc16.md
FC16-C11-U042	FC16	Recorded construction	Chevalley construction and existence of all semisimple types	§33.6; p. 216	Chevalley’s integral-basis construction produces adjoint groups over arbitrary fields; projective-representation or integral highest-weight methods then produce simply connected and intermediate forms, yielding semisimple groups with every allowed fundamental group.	unmatched	search	Chevalley construction and existence of all semisimple types	unmatched source theorem/construction (2026-09-08)	chapter-11-representations-and-classification-of-semisimple-groups-fc16.md
FC16-C12-U001	FC16	Definition	k-closed subset and Zariski k-topology	§34.1; p. 217	For k⊆K, a closed subset of affine space is k-closed when it is the zero set of polynomials with coefficients in k; these sets define the Zariski k-topology.	mathlib	reuse	k-closed subset and Zariski k-topology	k-closed sets and the k-Zariski topology assemble from polynomial zero loci	chapter-12-survey-of-rationality-properties-and-appendix-fc16.md
FC16-C12-U002	FC16	Definition	variety defined over k	§34.1; pp. 217–218	An affine variety is defined over k when its radical vanishing ideal is generated by its intersection with k[T]; intrinsically this gives a k-form k[X] with K[X]≅K⊗_k k[X], and the notion extends by affine coverings.	mathlib	reuse	variety defined over k	affine descent definition and intrinsic base-change form assemble from native ideals, quotients and schemes over a base	chapter-12-survey-of-rationality-properties-and-appendix-fc16.md
FC16-C12-U004	FC16	Definition	k-rational points	§34.1; p. 218	For a variety X defined over k, X(k) is its intrinsically defined set of k-rational points; in affine coordinates it is X∩k^n.	mathlib	reuse	k-rational points	k-rational points are native sections over Spec k	chapter-12-survey-of-rationality-properties-and-appendix-fc16.md
FC16-C12-U005	FC16	Definition	morphism defined over k	§34.1; p. 218	A morphism between varieties defined over k is a k-morphism when its affine coordinate maps are defined over k; this is intrinsic and local on affine coverings.	mathlib	reuse	morphism defined over k	k-morphisms are native morphisms in the over-category	chapter-12-survey-of-rationality-properties-and-appendix-fc16.md
FC16-C12-U006	FC16	Definition/result	algebraic group defined over k	§34.2, review of §7.1; p. 218	A k-group is an algebraic group whose group variety, multiplication and inversion are defined over k. G(k) is then an abstract subgroup; the standard linear groups are defined over their prime field.	unmatched	search	algebraic group defined over k	k-group definition and rational-point group are native; blanket prime-field statement for all standard linear groups remains only partially checked	chapter-12-survey-of-rationality-properties-and-appendix-fc16.md
FC16-C12-U010	FC16	Definition/result	k-morphic action and rationality of transporters	§34.2, review of §8.2; p. 218	An action is k-morphic when group, variety and action map are defined over k. For k-rational source subsets and k-closed target sets, transporters, corresponding centralizers and fixed sets are k-closed.	unmatched	search	k-morphic action and rationality of transporters	k-morphic-action definition is native; k-closedness of transporters and fixed loci remains a theorem gap	chapter-12-survey-of-rationality-properties-and-appendix-fc16.md
FC16-C12-U019	FC16	Definition	k-torus, k-split and k-anisotropic torus	§34.3; p. 219	A torus defined over k is k-split when its k-defined characters span its coordinate algebra, equivalently it is k-isomorphic to G_m^d; it is k-anisotropic when it has no nontrivial k-defined character.	reference-port	port	k-torus, k-split and k-anisotropic torus	k-torus, split and anisotropic predicates are reference-owned character-lattice data	chapter-12-survey-of-rationality-properties-and-appendix-fc16.md
FC16-C12-U021	FC16	Definition	k-split and k-anisotropic reductive group	§34.4; pp. 219–220	A reductive k-group is k-split when it has a k-split maximal torus and compatible root-subgroup parametrizations over k; it is k-anisotropic when it has no positive-dimensional k-split torus.	unmatched	search	k-split and k-anisotropic reductive group	anisotropic predicate is direct; k-split reductive structure still lacks the required relative root-subgroup package	chapter-12-survey-of-rationality-properties-and-appendix-fc16.md
FC16-C12-U023	FC16	Definition	k-rank, k-roots and k-Weyl group	§34.5; p. 220	Choose a maximal k-split torus S. Its dimension is rank_k G. The nonzero weights of Ad S are the k-roots; with Z=C_G(S), N=N_G(S), the finite quotient W_k=N/Z is the k-Weyl group.	unmatched	search	k-rank, k-roots and k-Weyl group	conditional rank/weight/normalizer definitions are native; finiteness and relative-root identification remain unchecked	chapter-12-survey-of-rationality-properties-and-appendix-fc16.md
FC16-C12-U024	FC16	Definition/result	nonreduced root system and type BC	§34.5; pp. 220–221	Dropping the axiom excluding 2α alongside α gives nonreduced root systems. The only irreducible nonreduced family is BC_r, with no new Weyl groups beyond types B_r/C_r.	unmatched	search	nonreduced root system and type BC	nonreduced root-pairing notion is native; BC classification is absent	chapter-12-survey-of-rationality-properties-and-appendix-fc16.md
FC16-C12-U029	FC16	Definition/recorded result	elementary subgroup generated by minimal-parabolic unipotent radicals	§34.5; p. 221	For non-anisotropic G, G* is generated by U(k) over unipotent radicals of minimal k-parabolics. The source records Tits’s simplicity result for G*/Z(G*) in the simple case for most k, and notes that G(k)=G* often but not always holds for simply connected semisimple groups.	unmatched	search	elementary subgroup generated by minimal-parabolic unipotent radicals	elementary subgroup definition is generic once radicals exist; Tits simplicity/equality theorems remain absent	chapter-12-survey-of-rationality-properties-and-appendix-fc16.md
FC16-C12-U031	FC16	Definition	k-quasisplit group	§35.1; p. 223	A semisimple k-group is k-quasisplit when it has a Borel subgroup defined over k.	reference-port	port	k-quasisplit group	k-quasisplit is the native Borel-over-the-base predicate	chapter-12-survey-of-rationality-properties-and-appendix-fc16.md
FC16-C12-U038	FC16	Definition	nonarchimedean local field	§35.4; p. 225	The source uses “local field” for a completion with respect to a discrete nonarchimedean valuation, with valuation ring R, maximal ideal P=(π), and residue field R/P.	mathlib	reuse	nonarchimedean local field	nonarchimedean local field and its valuation-ring data are native	chapter-12-survey-of-rationality-properties-and-appendix-fc16.md
FC16-C12-U041	FC16	Definition	anisotropic kernel	§35.5; pp. 226–227	For maximal k-split S with Z=C_G(S), the anisotropic kernel is the product of (Z,Z) with the maximal anisotropic k-torus in Z(Z); it is a maximal reductive k-anisotropic subgroup, determined up to k-isomorphism.	unmatched	search	anisotropic kernel	anisotropic-kernel ingredients are available, but maximality/uniqueness is not	chapter-12-survey-of-rationality-properties-and-appendix-fc16.md
